author,text
Pol Pot,"Central Committee and installed their favoured elements who were debauched, corrupt, knew nothing, and did whatever they were told to."
Pol Pot,"Fortunately, they were heavily defeated. This was the result of strong cooperation between the Kampuchean people and the Revolutionary Army under the perfect leadership of the CPK with continuous commitment to adhere to the stance of independence, self-reliance, and control over their future destinies."
Pol Pot,"After liberation in 1975, the Yuon continued to conquer and violate Kampuchean islands. From 1975 to 1977, they interfered in our internal affairs and attempted to create coups again and again, with help from their internal and external attacks and the CIA, with attempts to dissolve Revolutionary Kampuchea and split Democratic Kampuchea into pieces easy to control. Once again their success was halted."
Pol Pot,"After September 1977, the Yuon took a risk to make an undeclared, large-scale war with DK, with the help of huge military forces, divisions, and technical council for the purpose of occupying the eastern part of the Mekong River and the Southwest Zone. They would designate their puppets, from village chiefs to provincial governors, in their future conquered territories. Moreover, they would use their own Vietnamese armies to control the areas."
Pol Pot,"The Yuon hoped that they could take over the whole country after this initial invasion. Fortunately, they were shamefully defeated on 6 January 1978 by the Revolutionary Armies and the Kampuchean"
Pol Pot,"people. In the face of the failure, the Yuon still continued their invasion in accordance with the so-called Indo-Chinese Federation plan. Apparently, from February to 30 March 1978 they raided the areas along the border, especially the Eastern and Southwest Zones, by using military forces from 11 divisions. They once tried to hide their real plan under a pretext of so-called negotiation declaration."
Pol Pot,It is well known that the Yuon were cheating the people and the world for the purpose of aggression and annexation against Kampuchea. Our people and revolutionary armies are always on the alert and
Pol Pot,delivered a counterattack successfully against the Vietnamese at this second stage.
Pol Pot,"A question has been raised, “Right now, have the Vietnamese abandoned their ambitious land encroaching plan?” The answer is: No. Their military divisions, heavy artillery and tanks are carrying out their invasions and shelling of our DK."
Pol Pot,"For instance, on 7 April 1978, while yelling that they had abandoned the Indo-Chinese Federation plan and wanted to resolve the border quarrel, the Yuon’s divisional forces attacked the border at Lork"
Pol Pot,"Toanhan and Cheav Bdei Mountain in Kampot Province. At the same time, in Kampong Trabek District, Prey Veng Province, two regiments opened an attack on Kampuchea. Also, a Vietnamese division attacked Kampuchea’s eastern part of Kampong Cham Province, and districts along the border, such as Ponnea Krek, Me Mut, [and] Tramoung. Furthermore on national road 13, from"
Pol Pot,"Loc Ninh to Snuol close to the border, two Vietnamese regiments undertook an invasion. Still we exclude many other smaller attacks carried out by battalions and companies at Mondul Kiri and"
Pol Pot,Rattanak Kiri. Is this a coincidence or a systematic plan? Negotiation was just a pretext to fool the
Pol Pot,"world that they really wanted a non-violent resolution. This did not happen only on 7 April, but"
Pol Pot,"on many more days. Whatever methods they use, we understand all."
Pol Pot,"Today we can see much more clearly the unwise acts and dangerous plans of the Vietnamese, and we defeated them on 7, 8, 9, and 10 April 1978 as soon as their huge attack was initiated. Once again our people and the revolutionary armies achieved victory. Our Kampuchean people and brave military forces have identified the Vietnamese aggression, territorial expansion and tactics for dozens of years. Clearly, at Kampot battlefront at 6 a.m. on April 7 the Yuon began attacking; at 12 am our armies managed to put them in panic-stricken circumstances. Corpses were scattered everywhere. At Kompong Trabek battlefield they also lost. At Snuol they also lost. Whenever they appeared, we began raiding them. These acts show that what the Vietnamese government said about making friendship, international coalitions, and resolving border quarrels was just a new lie to conceal their"
Pol Pot,"invasion, which was used to convince the Vietnamese people and the world."
Saddam Hussein,"Once again, we make a return to comment on the incidence that took place in America on September 11, not for its significance as such, but for the implications surrounding it and its ramifications in terms of results on the level of the world of which we are part or rather a special case as a nation known as it is with the basis and uniqueness of its faith."
Saddam Hussein,"On previous occasions, we have already said that the United States needs to try wisdom after it has tried force over the last fifty years or even more. We still see that this is the most important thing the world must advise the US about if there is anybody who wants to say something or adopt an attitude towards this incidence, and who is concerned about world peace and stability. This is the case if the US and the world are convinced with the dictum and the verdict, namely that what has happened came to America from without, not within."
Saddam Hussein,"It is among the indisputables in the law or general norms, in dealings, in social life, and even political life, that any charge should be based on evidence if the one who makes the accusation is keen to convince others or has respect to that who listens to the accusation or is concerned with it as part of the minimal obligation of his duty. But the US has made the charge before verification, even before possessing the minimum evidence about such a charge. It has even not availed itself the opportunity to verify things, first and foremost. It started a drive of incitement and threat, or said something irresponsible by broadening the base of charges to include states, circles and individuals."
Saddam Hussein,"American officials set about making charges or giving the guided media, the Zionist media and its symbols within the authority and outside it a free hand in order to prepare the public mind for the charge. What does this mean?"
Saddam Hussein,"In a nutshell, it means that the US gives no heed to the law or rely on it. It has no concern for the counter viewpoint in line with its dangerous policy towards this issue or others. That is why we find that it takes no pain to secure evidence. Therefore, it needs no evidence to pass its verdict. It is content with saying something, passing verdicts, whether people other than the American officials are convinced or not. This means, in keeping with the policy it has pursued since 1990, that it has no regard to the viewpoint of the peoples and governments in the world in it entirety. It gives it no weight or heed despite the fact that it claims to be the democratic state (number one) in the world."
Saddam Hussein,"The basic meaning of democracy even by the standards of its initial emergence in the Western world, that facts should lay bare before the people so that the people would assume their responsibility with full awareness. Our description of the US attitude vis-à-vis this incidence is a practical description. It means that American officials do not respect even their own people's viewpoint, let alone the world's. In this conduct, the American officials behave as though they are deluding the peoples, beating up the misleading media drums to do the job of mobilizing them against enemy or enemies against whom no evidence about their accountability for the action they are accused of has been furnished. "
Saddam Hussein,All the officials there seek to achieve is to foment the hostility of the peoples of the US against whoever they assumed to be an enemy before the incidence has occurred. The tax-payer would be in a position where he is prepared to accept the blackmail trap arms manufacturers have laid for him in addition to the wrangled interests on the level of senior military and civil officials in the US.
Saddam Hussein,"One might argue that political verdicts do not always emanate from the same bases, procedures or courses adopted by the judiciary or criminal courts. Rather, precedents and back- grounds could suffice to arrive at a conclusion which may prove right. Even if, for the sake of argument, we go along this notion, just to keep the debate uninterrupted, we say that this could be true about the media and statements which are of media and propaganda nature, even political statements. In this instance, the error could not be necessarily fatal."
Saddam Hussein,But is this permissible in war?
Saddam Hussein,"Once more, we say that war is not an ordinary case. Neither is it procedural in the life of nations and peoples. It is a case of unavoidable exception. Evidence based on conclusion is not enough, even if it is solid to make a charge against a given party or several parties, a state or several states to the extent that the one who makes the charge declares war at the party or parties against which charges were made and bears the responsibility of whatever harm might be sustained by his own people and the others including death, the destruction of possessions and the ensuing serious repercussions. It was only the US administration that has made the charge against a certain religion, not just a given nationality."
Saddam Hussein,"Let us also accept the interventions of those who contend that the US has not said this, through its senior officials and within this limitation. In fact, some officials have denied that their policy is one of making the charge against a given religion. However, we believe that the lack of evidence to make a charge, the disrespect to the golden sound rule of proper accusation which leads to the declaration of war and restricts the charge to a certain nation, states, designations and individuals, can only be understood as a premeditated charge without evidence that the action was carried out by Moslems. This is complemented by free reins for the media to float it, to prepare the public opinion to accept it or to be tuned to it so that anything opposed to it would sound like a discord."
Saddam Hussein,"The list may be curtailed or enlarged according to the pretexts of the policy of power, which has found its opportunity or the power that is looking for its opportunity to declare war. Whether the items of the list are increased or cut down, would all this mean anything but the accusation of Moslems, including, or rather in the forefront of whom Arabs? Why should this cross the minds of US officials unless they have basically assumed themselves and their policy to be enemies of Arabs and Moslems?"
Saddam Hussein,"Could this charge mean anything other than the desire to settle old scores, all based on the assumption that their foreign policies are incompatible with the American policy, or they do not give in to the US-Zionist policy vis-à-vis the world and Palestine?"
Saddam Hussein,"Consider statements by the US officials who say the war would be long because it is aimed at several states. Notice the blackmail or better, the terrorism they mean and which was designed to include several states and parties on a list that could be longer or shorter in accordance with a policy of sheer terrorism and blackmail, first and foremost, the illusion that Arabs and Moslems and the people of Palestine would leave the arena for the aggression of the Zionist entity and its vile imperialism."
Saddam Hussein,"These charges which were made without consideration and in an instantaneous way mean that the mentality of the US administration has been pre-loaded, prior to the incidence, even if we apply the norms of today and not the norms of the law. It has made assumption tantamount to conclusive verdict, namely that Islam, with Arabs in the lead of Moslems are enemies of the US. More precisely, the US on the level of its rulers has taken it as a final verdict that it is the enemy of Arabs and Moslems. In so doing, they have stored the final verdict in their minds. On this basis, they built their preparation in advance. On this basis too, they prepared (the mind) of the computer, which was programmed on this assumption, which has taken the form of a conclusive verdict. This reminds us of the free reins given to political writers, the so-called thinkers, including past heads of state and ministers who the Zionist policy wanted, over the last ten or fifteen years to assume that faith based on the religion of Islam with the ensuing implication is the new enemy of the US and the West and it is the backdrop against which American rulers act, with the participation of some Western rulers who came under the pressure and interpretations of Zionist thought and scheming."
Saddam Hussein,"Obviously, this assumption is no longer a pure assumption for the purpose of scrutiny testing and examination. It has become part and parcel of conclusive verdicts. That is why the verdict was instantaneous, without consideration or waiting for the evidence to have a basis, evidence on which the pre-supposition is based in order to be a conclusive one. The charge has not only been made against all governments in Islamic or Arab states but also against all Islamic peoples, including the Arab nation and to all designations, parties, states and governments whose policies do not please the US, whose policies and positions are not palatable to the US in particular or because they call for the liberation of Palestine and a halt to the US aggression on Iraq, and adherence to their independence and their nations heritage."
Saddam Hussein,"Any one who is surprised by this practical conclusion, allowing courteous words to be said on the margin of verdicts to replace it, has to contemplate our verdict:"
Saddam Hussein,"The US has declared it is at war. It is gearing up for war since the early moments in the wake of the incidence, as though it were the opportunity those concerned have been waiting for. It has allocated the necessary funds for the war, or part of them. Have you ever heard or read in the near on far history, of a state declaring war before even defining who its enemy is? The opportunity to declare the state of war came with the incidence that befell it. It is not yet known whether it was carried out by a foreign enemy or from inside. Thus, the war declared by America would cease to be a reason for the incidence. Rather, it is the incidence that has availed the opportunity to launch the war, which has not been a result of the incidence under any circumstances!"
Saddam Hussein,"One might contend it is the nature of the incidence, the scale of pain the American officials felt as a result of what their peoples suffered, the embarrassment they felt due to the sufferings that hit the people there, that prompted American rulers to rush to declare war. The suffering of the people is not caused by the incidence alone, but by the failure of the authorities concerned which have been preoccupied by hatching conspiracies abroad, assassination and sabotage operations against world states and freedom-loving people. They rushed to declare war and name the parties so that they would leave no option but to launch the war. Once again, we say, could this be a reason and ground to facilitate the charge and the subsequent resolutions, why should not it be a ground for others as well?"
Saddam Hussein,"If the fall in the whirlwind of rage, not the pre-meditated planning, results into war resolutions on their senior level inside the US, why should not you expect someone to direct his fire to it under the pressure of similar considerations or danger?"
Saddam Hussein,"Once again we say that the US administration and those in the West who allied themselves with it against Arabs and Moslems, now and in the past, or rather against the world, in all the arenas that witnessed the scourges of the alliance, are in need to take recourse to wisdom after they have had power at their disposal and deployed it to such an extent that it ceased to frighten those who experienced it. Dignity, the sovereignty of the homeland and the freedom of the sincere man is a sacred case, along with other sacred things which real Moslems uphold, including , Arabs who are in the lead."
Saddam Hussein,"If this is the practical description of the pre-mediated intentions that decided war against Arabs and Moslems, while the party that took the decision waits for a cover to declare a war, and may launch it against those whom it has been biding time, could there be anyone who could avert it other than God, the Almighty? Anyone other than the will of the peoples, when they become fully aware, after they know and fear God, after they have believed in Him."
Saddam Hussein,"""For us Allah sufficeth, and He is the best disposer of affairs."" (Holy Quran)"
Saddam Hussein,"Once again we say that the peoples do not believe any more the slogans of the United States, accept those whom it intends evil against. Even when it says it is against terrorism, the United States doesn't apply this to the World, and according to the International Law. But according to its will to impose what it wants on the World and refuse what it thinks might be harmful to it only, and export the other kinds of it to the World. To certify this, could the United States tell its peoples how many organizations working against their own countries are existing in the United States? And how many of those, the term terrorism could be applied to if one standard is used and not the double standards? And how many are those it finances overtly and covertly? How many are those accused with killing and theft in other countries are now in the United States?"
Saddam Hussein," If the United States presents such inventory to its peoples and to the World, and initiated implementing one standard and one norm on its agents and those it calls friends. And if it starts the same storm against the killers in the Zionist entity responsible of killing Palestinians in occupied Palestine and in Tunis and Lebanon. And if it charges its own secret services with what they committed of special actions and assassinations they brag to publish in the form of stories. Only then one can believe the new American slogans that America is trying to make them believe. Only then it becomes legitimate to ask the World to do what it believes is useful for its security and the security of the World."
Saddam Hussein,"It is a chance to air an opinion whose time has come. It is also addressed to the peoples of the US and the Western people in general. Zionism has been planning for the domination of the world since its well-known conference it convened in Basle in 1897. Ever since, it has been working in this direction. It has scored successes you can feel by controlling finance, media and commerce centres in your countries and whoever rules in your name, here and there, in decision-making centres. But its domination is not yet fulfilled to have its will absolute and final. This could only be feasible when two heavenly faiths upheld by the biggest bloc in the world are thrown into conflict."
Saddam Hussein,"Otherwise, Zionism would be denied the accomplishment of all its ambitions. The masterminds of Zionism are, therefore, working for a clash between Christianity and Islam on the assumption that this, and only this, could secure the chance to dominate the world, when new opportunities open up for their domination. Could there be any better situation than that when the stealing dog finds his household pre-occupied by a grief so that it could win the thing it has set its eye on, the thing that whetted its mouth? Would the sensible men in the West be aware of that? Or would Zionism outsmart them to attain its aims?"
Saddam Hussein,"Since 17-30 July 1968, the people and the revolutionary Government of this country have learnt significant lessons from their experience. Prior to this, there had been other equally significant lessons for the people, learned from the bitter setbacks which they had suffered before the Revolution of 1968 and those they witnessed or experienced in the Arab homeland and the world at large. One of these lessons is learned from producing a decision or formula at the wrong time or hesitating to produce them at the right time. According to the art of revolutionary action, the question of adopting a decision or formula at the wrong time or hesitating to adopt them at the right time is one of the most delicate problems for the leadership in any society, under any regime and during any stage of forward change of society. The most dangerous aspect of the failure to maintain this formula lies in the effects which lead to the loss of a section of the people rather than of those who would never be considered as part of the people. It is a grave matter to push a section of the people in front of our own guns as a result of mistakes, which are committed, rather than of any hostile intentions or acts on their part."
Saddam Hussein,"We must stop here at this juncture to say that any measure, which may be taken against the conduct of some people, must be adopted with care or we may lose them. This applies even to those who oppose the Revolution in one of its stages as long as they remain objectively within the historical framework of the Revolution and the people."
Saddam Hussein,"Such leniency and tact must, nevertheless, be in keeping with the general framework of policy, which ensures the continuation, and progress of the movement of the Revolution and not at the expense of the security of the Revolution and the necessary building of defenses against any danger threatening it."
Saddam Hussein,"Here, the correct balance must also be struck in time and place, in harmony with the result of the social, political, economic, psychological and other factors. To avoid losing a section of the people who are with us now or who may be with us in the future is vital in the treatment of any legal or social issue or any other matter in general. We want to see society united rather than divided, but when we say 'rather than divided' we do not mean to take a Utopian view and ignore the contradictions, which must exist within the strata of society and in life itself. Nor do we mean to halt the march of the Revolution for the sake of avoiding some losses, which are objectively and scientifically necessary for its forward march. What we mean is that we ought to avoid conflicts being imposed on matters in which flexibility can be applied in such a way as to reduce our losses or prevent any losses charged against the Revolution by the people or any section whose allegiance is important to us."
Saddam Hussein,"Now, under what covers are the counter-revolutionaries acting in this area? There are many covers, some of which take the shape of a narrow and distorted interpretation of religion, to oppose the social progress on the path of revolution. There are also those disputes about the position of women in society. There are numerous guises and forms. We are not afraid, but we must make calculations. We are not afraid, but we must not be arrogant. We fear nobody, but we have to be watchful lest we should lose a section of our people."
Saddam Hussein,"The question of modifying the position of the woman in our society within the correct and all other frameworks is a matter, which allows no hesitation. It is a matter, which we shall pursue in harmony with the development of society, the increase of its capacity for understanding and the continuity of its forward movement within the framework of the Revolutionary principles. However, if we decree the legal reforms incorporated in the present working paper, we shall need three years to implement them. Some of the other legislation in the working paper which we want to promulgate, including that which affects the position of women in our society, will need three years to materialize, and that will open an opportunity for challenging our measures three years before they are implemented, something which must be avoided."
Saddam Hussein,"We must continue our work in enlightening the people and educating them in the matter of the elementary rights of women and the necessary measures and means for supporting them. There should be no halt in the balanced forward movement of our society as a whole and our dynamic role in shedding the backward past. There is, however, no justification for putting forward hasty measures which would place a section of our people -who so far have been with us -in a hostile attitude to the Revolution. When no one is urging us to make haste to provide evidence of the progressive nature and socialist programme of the Revolution, it is not necessary to hurry in initiating matters and raising issues which may conceivably cause us substantial losses and alienate a section of our people, however small it may be. If such losses had been necessary, we would have taken those steps for the sake of our forward march."
Saddam Hussein,"During our deliberations, we have reached the conclusion that it is necessary to correct the position of women by force of law, but without the premature promulgation of laws, which may divide public opinion and give the rightist reactionaries a cover under which to attract some people who belong in reality to the Revolution and not to their camp."
Saddam Hussein,"A short while ago when I was talking to one of our brothers, I asked him about the American base in Cuba and whether the Cubans were planning to get rid of it in the near future."
Saddam Hussein,This is a subject which illustrates for us the importance and care attributed by the Cuban Government to flexibility .We have absolutely no doubt about the revolutionary nature of the Cuban Government.
Saddam Hussein,"Such an attitude adopted by that Government, as we find, must be based on a special assessment calculated to serve the cause of the Revolution. There is no doubt whatever about the importance and correctness of the policy of revolutionary flexibility followed by the Cuban Government. This evaluation of the Cuban system does not denigrate my Baathist or Iraqi identity."
Saddam Hussein,"We want to make our own experiment in this part of the world, which is not that of Cuba or copied from any other country, but we may learn from the Cuban experiment or any revolutionary and socialist experiment. At the same time, we try to make our own experiment available to the world so that other people may also learn from it. We keep our minds open and do not hesitate to benefit from the experiences of others as long as we find them necessary and expedient."
Saddam Hussein,"This is how we assess the Cuban system notwithstanding the existence of a US base on the soil of Cuba. If such a base existed here in Iraq, we could not expect our Party and our people to appreciate the flexibility with which the Cuban Government has acted and is still acting in keeping, for example, the US base on Cuban soil, even if we assume that similar circumstances prevail in both countries. Our Party and our people would have found it impossible to take into consideration the importance given to flexibility in revolutionary action, in objective calculations and all that is written in the textbooks of political action and revolutionary literature. They would have turned to us and said: ' As long as there is a foreign base on our soil, we don't consider ourselves free in the matter of sovereignty or the economy or in any of the other fields."
Saddam Hussein,"There were acts of legislation included in the working paper for reforming the position of women in society, but we have removed them because of the considerations I have just mentioned. We have not removed them because of any vacillation or lack of understanding of the correct role of the woman in society .We have removed them while maintaining our full belief in her balanced and equal status vis-a-vis the man within the new society."
Saddam Hussein,"Your Congress is a prominent event in the life of our people and our country .Throughout the pre-Revolution years, the women's organisation (of the Party) had various militant duties and specific forms of struggle in which women joined men in the political and social fields. There was no organizational framework capable of absorbing and expressing the aspirations of millions of Iraqi women and mobilizing their energy in the fight against imperialism and Zionism and in the struggle for freedom and a better life."
Saddam Hussein,"Under the aegis of the Revolution which was led by our Party, the Arab Baath Socialist Party, circumstances were created for the building up of some social organizations, which included an organisation for women - the General Federation of Iraqi Women – in addition to other associations for students, workers, peasants, members of the professions, doctors and writers."
Saddam Hussein,"Despite the backward conditions, which wasted most of their potential, women in our country have truly played a noble and prominent role in our people's struggle for freedom from imperialism, dictatorship and reactionary regimes and for achieving the pan-Arab aims of unity, liberty and socialism."
Saddam Hussein,"During the 1920 revolution in which our people gave their response to the British colonial occupation, and during the mass uprisings against the imperialist pacts and alliances, the unjust legislation and conditions and the corrupt, reactionary dictatorships, women took part and played a role which gave an example of courage and initiative and inspired bravery and enthusiasm in the hearts of the strugglers."
Saddam Hussein,"The women's organisation took a leading part in building up our Party and in its struggle to defeat the enemies of the people and achieve the Revolution. During the difficult period of the struggle when our strugglers were subjected to intense terror, the Women's Organisation of the Arab Baath Socialist Party undertook the active task of maintaining"
Saddam Hussein,Contact between the leadership and all Party organizations as well as between those comrades who had been arrested and those outside prison.
Saddam Hussein,"The women's organisation was also a mobilizing force among the people, channeling their protests and anger against the methods of imperialism and persecution and despotic actions practiced by the reactionary dictatorships against the Arab Baath Socialist Party strugglers and all patriotic and progressive fighters."
Saddam Hussein,"In every part of the homeland, the Iraqi Woman fought hard for her place in society until she achieved encouraging progress, which inspires pride and confidence."
Saddam Hussein,"Thousands of girls are entering schools every year and thousands of women go to work in factories, schools, hospitals and state establishments, apart from the great productive role performed by Women in the rural areas."
Saddam Hussein,"Education of Women is not restricted in our country to the primary stages, nor has women's employment been restricted to minor responsibilities. Iraq's five universities include a large proportion of female students and a number of women have acquired high qualifications in medicine and engineering. Some Women are now teaching in the universities. Women in Iraq have also reached high positions in the government and become ministers and directors general. Others are vigorously working in such fields as the judiciary, the arts, literature, research and journalism."
Saddam Hussein,"For the first time in the history of our country, Iraqi women occupied, after the Revolution, leading posts in the trade unions. The Agrarian Reform Law made no distinction between men and women in their enjoyment of all the rights granted by this Law."
Saddam Hussein,"The complete emancipation of women from the ties, which held them back in the past during the ages of despotism and ignorance, is a basic aim of the Party and the Revolution. Women make up one half of society. Our society will remain backward and in chains unless its women are liberated, enlightened and educated."
Saddam Hussein,"Freedom is based on enlightenment, science and an understanding of the national characteristics of the country as well as on respect for the interests of the masses and the responsibilities of the fight against imperialism and Zionism. It must aim at the attainment of the national and Pan-Arab objectives. Such a freedom will be able to harness the potential of women in such a way that will lead to the building up of a free and unified country that is both strong and advanced."
Saddam Hussein,"We are all, in the Party and the Government, and in the social organizations, expected to encourage the recruitment of more women to the schools, government departments, the organizations of production, industry, agriculture, arts, culture, information and all other kinds of institutions and services."
Saddam Hussein,"We are called upon to struggle tirelessly against all the material and psychological obstacles, which stand, in our way along this path."
Saddam Hussein,"The obstacles, which stand in the way of women in the various areas of life, are greater than those, which are facing men. This fact makes it incumbent on all the awakened elements in society to support woman in her natural and legitimate endeavour to occupy her place in society."
Saddam Hussein,Those who still look on women with the mentality and ideas of the ages of darkness and backwardness do not express the aspirations and ambitions of the Revolution.
Saddam Hussein,"They are at variance with the principles of the Party, which are essentially based on freedom and emancipation. Indeed, they are in opposition to every true desire for progress."
Saddam Hussein,"The Revolution is a leap towards an enlightened freedom, which is placed at the service of the people and of the progress of mankind in general. It cannot be a genuine revolution if it does not aim at the liberation of woman and the development of her material and cultural conditions."
Saddam Hussein,"Those with a despotic and overbearing attitude who appoint themselves as guardians of woman and place artificial barriers in the way of her emancipation and full participation in society are not rendering their country and their people any service. They are in fact doing harm to their homeland and their people. They are trying, consciously or unconsciously, to dissipate their people's potential and hinder its progress."
Saddam Hussein,"The women of our country are the descendants of the immortal Arab women who fought valiantly side by side with their men folk, wrote the poetry of chivalry and glory and participated in the great Arab heritage of civilisation. Thanks to their conscious commitment to the Revolution and the ideals and interests of the masses, and their correct understanding of the national characteristics of our civilisation and heritage, the Arab women, together with their Kurdish sisters and all other women of Iraq, are capable of following a correct path and playing their pioneering role in the construction of the revolutionary society."
Saddam Hussein,"The struggle against the camp of imperialism, Zionism and reaction, with all their modern means of science and destruction, requires committed, educated and free human beings. Any segregation of women or anything less than their full participation in society deprives the homeland of half of its citizens and half of its intellectual, productive and fighting potential."
Saddam Hussein,"An enlightened mother who is educated and liberated can give the country a generation of conscious and committed fighters. What a crime it would be against the younger generation if women were deprived of their rights to freedom, education and full participation in the life of the community!"
Saddam Hussein,"Sisters, a great part of the responsibility of the struggle for the emancipation of women falls upon your Federation. But woman will not attain her complete freedom in this country until the achievement of the aims of the Revolution on the regional level and the aims of the Pan-Arab Socialist revolution within the Arab homeland."
Saddam Hussein,The bourgeois concepts of woman's emancipation will not bring her any genuine freedom or either moral or material progress.
Saddam Hussein,"The commitment to the Revolution and the defence of its ideals and gains, together with the maintenance of the interests of the toiling masses, are the only way to the liberation of women."
Saddam Hussein,"Sisters, I wish your Congress all success and hope that it may arrive at the best formulas to mobilize the potentialities of all progressive and patriotic women. I also hope that this"
Saddam Hussein,Congress may adopt practical measures to strengthen the unity of the struggle of all Arab women throughout the Arab homeland.
Saddam Hussein,"IN THE NAME OF GOD, THE COMPASSIONATE, THE MERCIFUL"
Saddam Hussein,What can the Arabs gain from their Grand Unity and its justice?
Saddam Hussein,"At a meeting of the National Leadership of Ba'ath Arab Socialist Party held in early September 1997, the dialogue enlarged and covered many areas to the extent that Arab Unity and Socialism became, once again, one of its main topics, particularly what concerns the question of: How can the citizens of the Arab Gulf respond to their unification with the Arab nation on concepts and joint action in these two fields? Having seen the dialogue, the views and ideas raised during it, Comrade Saddam Hussein made the following speech:"
Saddam Hussein,"Does an Arab country, especially the Arab Gulf countries, gain from Arab unity or lose? How? Why?"
Saddam Hussein,"Despite the achievements which would have not been made in Iraq about which we are speaking here as the base of Ba'th Arab Socialist Party's live experiment, had those achievements and great attitudes not been based on the ideology of Ba'th Arab Socialist Party and its central and basic objectives: Unity, Freedom and Socialism, the past twenty years have witnessed developments that resulted in many phenomena in our Arab nation and its Arab homeland. Those developments have raised many questions, including, for example, that the per capita income in the Arab Gulf States and Emirates has increased to an extent, which creates a kind of selfishness amongst specific communities towards Arabism and Arab struggle, particularly against unity and socialism. Some people began to consider talking about Arab unity as if an approach to seize and control their wealth through integration. They also dealt with talking about Socialism in the same way. So, what is the means to find a common way for them to be unified with their nation and for their nation as a whole towards its integral parts?"
Saddam Hussein,"It is essential for an Arab to realize and feel that he is an integral part of his nation and that this nation, which Almighty Allah bestowed upon it well-known characteristics and roles over the time: its great and faithful missionary role or its glorious cultural, national and humanitarian role, is great nation. He should realize that any Arab country, large or small, is an integral part of this nation and not the entire nation, even when it is distinguished by its area, population, water and natural resources or even if it was distinguished through history by a role or roles it played or chose to play by its will. An Arab should also realize that his belongingness to the Arab nation is a great honour because this belongingness confirms his roots. This belongingness is not a defect of him, but ability, effective and deep capability. It is not a burden."
Saddam Hussein,"The separation of an Arab from his nation makes him like a child of unknown father, or at least like a stray child who does not know his mother and father."
Saddam Hussein,"When any Arab country becomes an integral part of the nation's depth, and when the nation becomes the depth of that country in terms of history and heritage, thought and action, imagination and aspiration, past and present, this will constitute a great immunity and a high wall against violent wind and give an incentive of creation, innovation and influence which extends to the distance and range of this picture of working for and building forward. It is not a state of weakening."
Saddam Hussein,"When one feels that he is an integral part of a nation of 200 million people is something different from his feeling that he is just a part of people comprising few millions who are subjected to the threats and ambitions of big and super powers, and of regional powers larger than it, such as Iran and Turkey, in an era when some states, such as France, England, Italy and Spain, for example, find that their history, capabilities, national feeling within their national borders are not enough to make them capable to seize upon the necessary chance, to grab what should be grabbed or to be immune against those who are more capable than them. They find that this can only be achieved by being a part of a larger union, within the environment of the European continent, although it comprises various nations, and not one nation, and despite all the wars, we know, that were waged by the European states against each other, the wars during which too much blood was shed."
Saddam Hussein,"Therefore, it is essential for an Arab to feel that he is an Arab, not only in form or general name, but also in belongingness. He should realize that belongingness, to be genuine, should result in genuine awareness and obligation of one's duties towards his nation. When deep and genuine awareness arises, an Arab will find that Arab unity protects his true patriotism because the genuine national belongingness prepare a great depth for him which protects his wealth and keep it away from being spent on unnecessary expenditures. It will increase his wealth, renovate it, but will not weaken it, in the fields of trade, agriculture, industry and services. It will reduce and organize or cancel many aspects of the military expenditures, in large and small countries alike. Therefore, the genuine belongingness and the national bonds are not a loss, but a gain even for the countries, which did not make great sacrifices for the sake of its Arabism."
Saddam Hussein,"In order to be a true Arab believing in the objectives of the nation, such as Arab unity, which are essential for its strength and strong building, has an Arab to look upon this matter in a premature and shortened way on the basis of the neutral, naive and incapable question: What can he gain materialistically or economically from that belongingness just now?"
Saddam Hussein,"The belongingness of man to his nation is not a choice of him, like to choose belongingness to another nation by applying for its nationality, but rather it is firm choice and destined belongingness in which man finds all his roots and sees his present, past and future. He sees, like what he sees in his mother and father, that the relationship with his nation is based on love, destined solidarity, which necessitates gaining what is great and even the partial and entire items of his life on the basis of this belongingness. He should also make the necessary sacrifice in order to maintain this belongingness on the basis of its vitality and genuineness."
Saddam Hussein,"Therefore, that who thinks that he will lose partially in one field, will make, he and his coming generations, great profits in moral and material fields."
Saddam Hussein,"To further clarify this, here are some specific examples: If the Arab Gulf States and Emirates, for example, consider how many concessions and chances they lost, in terms of their essential national interests and considerations or of their resources from the emergence of Khomeini revolution to the scenario of involving the Arab Gulf States and Emirates into the aggression against Iraq under well-known pretexts, including the blackmail policy pursued by the big powers under various pretexts, they will realize how great it is for the part to be in the depth of what is more comprehensive. And how great it is for a country to be a live part of the Arab homeland, and for the people of any Arab country to be an integral part of its glorious Arab nation."
Saddam Hussein,"However, there is a difference between that who considers the entire past of the nation as his history and heritage, and that who becomes just a negative phenomenon or a dark corner within the nation. There is a difference between relying on unguaranteed present which is unpromising in its developments and outcome, and being a part of a situation in which one ensures being a genuine part of its past in a manner that ensures the present and future."
